empty cell,,empty cell_rotated,,2-bromothiophene,,2-bromothiophene_2,,2-bromothiophene_3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
711.9512329,0.06019014493,711.9512329,0.06087957323,711.9512329,0.06191257387,711.9512329,0.06254446507,711.9512329,0.06448787451,
711.5211792,0.06043980643,711.5211792,0.06075456738,711.5211792,0.06188275293,711.5211792,0.06275232136,711.5211792,0.06477703899,
710.9475708,0.06062662229,710.9475708,0.06088046357,710.9475708,0.06214981526,710.9475708,0.06272459775,710.9475708,0.06461047381,
710.517395,0.06033842638,710.517395,0.0609094128,710.517395,0.06222120672,710.517395,0.06292790174,710.517395,0.0646744594,
709.9436035,0.06051118299,709.9436035,0.06059968844,709.9436035,0.06209937111,709.9436035,0.06279117614,709.9436035,0.06467758119,
709.5132446,0.06019772962,709.5132446,0.06074000895,709.5132446,0.06206589192,709.5132446,0.06249179319,709.5132446,0.06477393955,
708.9393311,0.06055727974,708.9393311,0.06088249013,708.9393311,0.06195663661,708.9393311,0.06266882271,708.9393311,0.06476561725,
708.5087891,0.06045836955,708.5087891,0.06075733528,708.5087891,0.06189101934,708.5087891,0.06249962747,708.5087891,0.06463050842,
707.9346313,0.06062302366,707.9346313,0.06080318987,707.9346313,0.06210549176,707.9346313,0.06275432557,707.9346313,0.06471376121,
707.5039673,0.06068868563,707.5039673,0.06103365868,707.5039673,0.06193887442,707.5039673,0.0627380237,707.5039673,0.06455839425,
706.9296875,0.06058218703,706.9296875,0.0607294105,706.9296875,0.06188782677,706.9296875,0.06258150935,706.9296875,0.06469354033,
706.4988403,0.06063123792,706.4988403,0.06073658541,706.4988403,0.06190666184,706.4988403,0.06263628602,706.4988403,0.06473328918,
706.0679932,0.06055960059,706.0679932,0.06065201387,706.0679932,0.06182959303,706.0679932,0.06268338859,706.0679932,0.064704597,
705.4934082,0.06081867218,705.4934082,0.06062260643,705.4934082,0.0616828315,705.4934082,0.06260061264,705.4934082,0.06441806257,
705.0623779,0.06079982594,705.0623779,0.06083016843,705.0623779,0.06223760545,705.0623779,0.06280814111,705.0623779,0.06487353891,
704.4876099,0.06067787856,704.4876099,0.06070922688,704.4876099,0.06209718809,704.4876099,0.06292544305,704.4876099,0.0649555698,
704.0564575,0.06087873876,704.0564575,0.06094774604,704.0564575,0.0620239377,704.0564575,0.06278041005,704.0564575,0.06453796476,
703.4815063,0.06064615026,703.4815063,0.06065793708,703.4815063,0.06218177453,703.4815063,0.06265652925,703.4815063,0.06469062716,
703.0501709,0.06084746867,703.0501709,0.06068050116,703.0501709,0.06211483851,703.0501709,0.06275629997,703.0501709,0.06480723619,
702.4750366,0.06110099331,702.4750366,0.06081807613,702.4750366,0.06209903955,702.4750366,0.0628644377,702.4750366,0.06484639645,
702.0435791,0.06137147918,702.0435791,0.06104635075,702.0435791,0.06240311265,702.0435791,0.06296404451,702.0435791,0.0647777319,
701.4682617,0.06119277701,701.4682617,0.06097297743,701.4682617,0.06214882806,701.4682617,0.06303581595,701.4682617,0.0650504902,
701.0366821,0.06112995744,701.0366821,0.06079110131,701.0366821,0.06220145896,701.0366821,0.062901631,701.0366821,0.06474068016,
700.4611206,0.06118580326,700.4611206,0.06081855297,700.4611206,0.06199267507,700.4611206,0.06284684688,700.4611206,0.06498539448,
700.0294189,0.06121134385,700.0294189,0.06087861955,700.0294189,0.06207279116,700.0294189,0.06280335039,700.0294189,0.06476189196,
699.4536743,0.06141966581,699.4536743,0.06090455875,699.4536743,0.06208183989,699.4536743,0.06297431141,699.4536743,0.06479987502,
699.0217896,0.06119715795,699.0217896,0.06096820906,699.0217896,0.06205755845,699.0217896,0.06281639636,699.0217896,0.06480204314,
698.4459229,0.06142974272,698.4459229,0.06070991233,698.4459229,0.06208267435,698.4459229,0.06280391663,698.4459229,0.06473061442,
698.013916,0.06132216752,698.013916,0.06091823056,698.013916,0.06200064719,698.013916,0.06284879148,698.013916,0.06467857957,
697.4378052,0.06127691641,697.4378052,0.06069306284,697.4378052,0.06192448363,697.4378052,0.06266634166,697.4378052,0.06467052549,
